PassengerId,Survived_pred,Probability
892,0,0.1612467961311199
893,0,0.41599984466376144
894,0,0.13241066667447754
895,0,0.1485006918777732
896,0,0.4611565011786389
897,0,0.18171679148888215
898,1,0.849207746801378
899,0,0.170831216153588
900,1,0.7785174774452931
901,0,0.10491356107042824
902,0,0.14815314786610204
903,0,0.15900111917680665
904,1,0.8876843387739692
905,0,0.16209696078145244
906,1,0.9101128765573889
907,1,0.8888748749133796
908,0,0.13850620674400324
909,0,0.17331075929828962
910,0,0.4204086808304802
911,1,0.5296260165689334
912,0,0.2726998424373903
913,1,0.521337808184262
914,1,0.9013993730075457
915,0,0.28905841794388265
916,1,0.515953006075009
917,0,0.14076301874691322
918,1,0.8943204227069308
919,0,0.16816919386718182
920,0,0.15807253613672154
921,0,0.15886736184917777
922,0,0.15767670762019326
923,0,0.14078994856605065
924,0,0.3409612071866566
925,0,0.3714629891456896
926,0,0.21851790490643444
927,0,0.18485461570110429
928,1,0.5176864152528002
929,1,0.5430678421795863
930,0,0.1490406063283642
931,0,0.2634721483641416
932,0,0.11215190251760536
933,0,0.15882332488733575
934,0,0.15948141518443176
935,1,0.8599469510265776
936,1,0.9111990703921823
937,0,0.1469384908943314
938,0,0.16171177100036338
939,0,0.15560975736995
940,1,0.8120856658118404
941,0,0.50938998873439
942,0,0.1836974633622201
943,0,0.1358845612183913
944,1,0.7403641485724961
945,1,0.8520852351846966
946,0,0.13497812967335118
947,0,0.13165436890667573
948,0,0.1557342038661232
949,0,0.14658226170923574
950,0,0.11932902313256977
951,1,0.8238250038508019
952,0,0.16249947122777628
953,0,0.1485350303204289
954,0,0.15821103536031525
955,1,0.8580550101059884
956,0,0.5104287269286705
957,1,0.8719017720820367
958,1,0.8559849172411423
959,0,0.15927025605734832
960,0,0.15691799896829592
961,0,0.2544753580295319
962,1,0.8578632127678859
963,0,0.1502528749780641
964,1,0.5148419146117601
965,0,0.1590624032903412
966,1,0.8511750092525664
967,0,0.16267675208077154
968,0,0.14835830441108816
969,1,0.800111699361478
970,0,0.14626617771168027
971,1,0.8578632127678859
972,1,0.6454293869965266
973,0,0.5
974,0,0.1585856146239888
975,0,0.14815314786610204
976,0,0.13533144086280216
